"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jul 20 02:13:12 GMT 2024","Sat Jul 20 02:13:12 GMT 2024","0","tests","main_page_test","TestMainPageTEST","","","test_urls_vpn[https://dealer-passport-test.vaz.ru/staff/]",""
"passed","Sat Jul 20 02:10:52 GMT 2024","Sat Jul 20 02:11:03 GMT 2024","10779","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/documents/ на сервере prod",""
"passed","Sat Jul 20 02:02:00 GMT 2024","Sat Jul 20 02:02:01 GMT 2024","728","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport-test.xsfera.ru:3001",""
"passed","Sat Jul 20 02:11:49 GMT 2024","Sat Jul 20 02:12:00 GMT 2024","10799","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/staff/ на сервере prod",""
"skipped","Sat Jul 20 02:13:12 GMT 2024","Sat Jul 20 02:13:12 GMT 2024","0","tests","main_page_test","TestMainPageTEST","","","test_open_vpn[https://dealer-passport-test.vaz.ru/srr/]",""
"passed","Sat Jul 20 02:02:20 GMT 2024","Sat Jul 20 02:02:21 GMT 2024","703","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/uploads/",""
"passed","Sat Jul 20 02:02:00 GMT 2024","Sat Jul 20 02:02:00 GMT 2024","487","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport-test.xsfera.ru/uploads/",""
"passed","Sat Jul 20 02:08:15 GMT 2024","Sat Jul 20 02:08:26 GMT 2024","10845","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3001/staff/ на сервере СЕО prod",""
"passed","Sat Jul 20 02:13:15 GMT 2024","Sat Jul 20 02:13:16 GMT 2024","1014","tests","msportal_test","TestQuality","","","Получение данных тест MSPortal",""
"skipped","Sat Jul 20 02:13:12 GMT 2024","Sat Jul 20 02:13:12 GMT 2024","0","tests","main_page_test","TestMainPageTEST","","","test_urls_vpn[https://dealer-passport-test.vaz.ru]",""
"passed","Sat Jul 20 02:13:01 GMT 2024","Sat Jul 20 02:13:03 GMT 2024","2064","tests","main_page_test","TestMainPageRegression","","","Проверка корректности перехода по ссылке Редактор СЕО",""
"skipped","Sat Jul 20 02:13:12 GMT 2024","Sat Jul 20 02:13:12 GMT 2024","0","tests","main_page_test","TestMainPageTEST","","","test_open_vpn[https://dealer-passport-test.vaz.ru/dealers/]",""
"passed","Sat Jul 20 02:13:16 GMT 2024","Sat Jul 20 02:13:17 GMT 2024","842","tests","msportal_test","TestQuality","","","Получение данных прод MSPortal",""
"passed","Sat Jul 20 02:12:04 GMT 2024","Sat Jul 20 02:12:15 GMT 2024","10789","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/dealers/ на сервере prod",""
"passed","Sat Jul 20 02:11:21 GMT 2024","Sat Jul 20 02:11:31 GMT 2024","10805","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/gr/ на сервере prod",""
"passed","Sat Jul 20 02:02:10 GMT 2024","Sat Jul 20 02:02:11 GMT 2024","878","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/reports/",""
