"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 13 20:21:13 GMT 2025","Tue May 13 20:21:15 GMT 2025","1818","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/pkd/",""
"passed","Tue May 13 20:25:47 GMT 2025","Tue May 13 20:25:58 GMT 2025","10964","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/indicators/",""
"passed","Tue May 13 20:24:47 GMT 2025","Tue May 13 20:24:58 GMT 2025","10983","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/indicators/",""
"passed","Tue May 13 20:21:00 GMT 2025","Tue May 13 20:21:01 GMT 2025","863","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/editor/",""
"passed","Tue May 13 20:23:33 GMT 2025","Tue May 13 20:23:44 GMT 2025","10968","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/gr/",""
"passed","Tue May 13 20:21:11 GMT 2025","Tue May 13 20:21:12 GMT 2025","891","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/users/",""
"passed","Tue May 13 20:27:11 GMT 2025","Tue May 13 20:27:11 GMT 2025","34","tests","main_page_test","TestMainPageSmoke","","","Проверить отображение и кликабельность кнопки SRR",""
"passed","Tue May 13 20:27:26 GMT 2025","Tue May 13 20:27:27 GMT 2025","540","tests","main_page_test","TestMainPageSmoke","","","Проверить отображение кнопок блока о ДЦ",""
"passed","Tue May 13 20:27:38 GMT 2025","Tue May 13 20:27:39 GMT 2025","1354","tests","srr_page_test","TestSRRPageSmoke","","","Проверить доступность списка групп отчетов SRR",""
"passed","Tue May 13 20:26:17 GMT 2025","Tue May 13 20:26:28 GMT 2025","11036","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/announcement/",""
"passed","Tue May 13 20:20:57 GMT 2025","Tue May 13 20:20:58 GMT 2025","1419","tests","editor_page_test","TestEditorPageSmoke","","","Проверить доступность меню в редакторе",""
"passed","Tue May 13 20:21:02 GMT 2025","Tue May 13 20:21:03 GMT 2025","1479","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/logs/",""
"passed","Tue May 13 20:22:49 GMT 2025","Tue May 13 20:23:00 GMT 2025","10878","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/accounting/",""
"passed","Tue May 13 20:21:04 GMT 2025","Tue May 13 20:21:05 GMT 2025","1001","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/srr/",""
"passed","Tue May 13 20:21:07 GMT 2025","Tue May 13 20:21:08 GMT 2025","1017","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/gr/",""
"passed","Tue May 13 20:25:02 GMT 2025","Tue May 13 20:25:13 GMT 2025","10977","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/uploads/",""
"passed","Tue May 13 20:21:16 GMT 2025","Tue May 13 20:21:17 GMT 2025","678","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/violations/",""
"passed","Tue May 13 20:21:12 GMT 2025","Tue May 13 20:21:12 GMT 2025","686","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/indicators/",""
"passed","Tue May 13 20:21:01 GMT 2025","Tue May 13 20:21:02 GMT 2025","1016","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/reports/",""
"passed","Tue May 13 20:24:32 GMT 2025","Tue May 13 20:24:43 GMT 2025","10957","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/users/",""
"passed","Tue May 13 20:27:43 GMT 2025","Tue May 13 20:27:55 GMT 2025","11709","tests","srr_page_test","TestSRRPageSmoke","","","Проверить формирование отчета SRR в файл excell",""
"passed","Tue May 13 20:27:22 GMT 2025","Tue May 13 20:27:23 GMT 2025","539","tests","main_page_test","TestMainPageSmoke","","","Проверить отображение блока о ДЦ",""
"passed","Tue May 13 20:27:15 GMT 2025","Tue May 13 20:27:15 GMT 2025","37","tests","main_page_test","TestMainPageSmoke","","","Проверить отображение и кликабельность кнопки ОТЧЕТЫ",""
"passed","Tue May 13 20:25:17 GMT 2025","Tue May 13 20:25:28 GMT 2025","10959","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/",""
"passed","Tue May 13 20:27:32 GMT 2025","Tue May 13 20:27:34 GMT 2025","1900","tests","msportal_test","TestQuality","","","Получение данных прод MSPortal",""
"passed","Tue May 13 20:26:59 GMT 2025","Tue May 13 20:26:59 GMT 2025","35","tests","main_page_test","TestMainPageSmoke","","","Проверить отображение и кликабельность кнопки ОБЪЯВЛЕНИЯ",""
"passed","Tue May 13 20:27:03 GMT 2025","Tue May 13 20:27:03 GMT 2025","37","tests","main_page_test","TestMainPageSmoke","","","Проверить отображение и кликабельность кнопки ДОКУМЕНТЫ",""
"passed","Tue May 13 20:21:50 GMT 2025","Tue May 13 20:22:01 GMT 2025","10965","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/reports/",""
"passed","Tue May 13 20:27:59 GMT 2025","Tue May 13 20:28:12 GMT 2025","12673","tests","srr_page_test","TestSRRPageSmoke","","","Проверить формирование отчета SRR на экране",""
"passed","Tue May 13 20:21:03 GMT 2025","Tue May 13 20:21:04 GMT 2025","693","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/logs/email",""
"passed","Tue May 13 20:26:02 GMT 2025","Tue May 13 20:26:12 GMT 2025","10959","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/violations/",""
"passed","Tue May 13 20:24:03 GMT 2025","Tue May 13 20:24:14 GMT 2025","10979","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/staff/",""
"passed","Tue May 13 20:27:31 GMT 2025","Tue May 13 20:27:32 GMT 2025","1027","tests","msportal_test","TestQuality","","","Получение данных тест MSPortal",""
