"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Тестирование главной страницы","0","","56","0","","0"
"0","Тестирование страницы отчетов SRR","0","","4","0","","0"
"0","Test integrations","0","","8","0","","0"
"0","Тестирование страницы 'Редактор'","0","","1","0","","0"
"0","Тестирование GQL","0","","1","0","","0"
