"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 17 20:23:27 GMT 2025","Thu Jul 17 20:23:28 GMT 2025","1332","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/users/",""
"passed","Thu Jul 17 20:31:22 GMT 2025","Thu Jul 17 20:32:23 GMT 2025","60934","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/documents/",""
"passed","Thu Jul 17 20:47:17 GMT 2025","Thu Jul 17 20:47:17 GMT 2025","64","tests","main_page_test","TestMainPageSmoke","","","Проверить отображение и кликабельность кнопки ДОКУМЕНТЫ",""
"passed","Thu Jul 17 20:48:00 GMT 2025","Thu Jul 17 20:49:02 GMT 2025","62036","tests","srr_page_test","TestSRRPageSmoke","","","Проверить формирование отчета SRR в файл excell",""
"passed","Thu Jul 17 20:23:29 GMT 2025","Thu Jul 17 20:23:30 GMT 2025","1031","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/uploads/",""
"passed","Thu Jul 17 20:47:42 GMT 2025","Thu Jul 17 20:47:43 GMT 2025","544","tests","main_page_test","TestMainPageSmoke","","","Проверить отображение блока о ДЦ",""
"passed","Thu Jul 17 20:45:43 GMT 2025","Thu Jul 17 20:46:44 GMT 2025","61234","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/announcement/",""
"passed","Thu Jul 17 20:23:25 GMT 2025","Thu Jul 17 20:23:26 GMT 2025","850","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/staff/",""
"passed","Thu Jul 17 20:22:52 GMT 2025","Thu Jul 17 20:22:54 GMT 2025","1614","tests","integrations_test","TestIntegrations","","","Получение данные качества тест MSPortal",""
"passed","Thu Jul 17 20:23:33 GMT 2025","Thu Jul 17 20:23:34 GMT 2025","850","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/violations/",""
"passed","Thu Jul 17 20:22:49 GMT 2025","Thu Jul 17 20:22:51 GMT 2025","2150","tests","integrations_test","TestIntegrations","","","Проверка доступности MSPortal Test",""
"passed","Thu Jul 17 20:24:45 GMT 2025","Thu Jul 17 20:25:46 GMT 2025","61122","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/editor/",""
"passed","Thu Jul 17 20:23:17 GMT 2025","Thu Jul 17 20:23:18 GMT 2025","1091","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/logs/",""
"passed","Thu Jul 17 20:37:59 GMT 2025","Thu Jul 17 20:39:01 GMT 2025","61199","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/users/",""
"passed","Thu Jul 17 20:47:53 GMT 2025","Thu Jul 17 20:47:55 GMT 2025","1520","tests","srr_page_test","TestSRRPageSmoke","","","Проверить доступность списка групп отчетов SRR",""
"passed","Thu Jul 17 20:40:12 GMT 2025","Thu Jul 17 20:41:13 GMT 2025","61106","tests","main_page_test","TestMainPageSmoke","","","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/uploads/",""
"passed","Thu Jul 17 20:23:18 GMT 2025","Thu Jul 17 20:23:19 GMT 2025","883","tests","main_page_test","TestMainPageSmoke","","","Проверка доступности https://dealer-passport.vaz.ru/logs/email",""
